MGRA,exp_hourly,exp_daily,exp_monthly
1,0.0,0.0,0.0
2,4.2940913061134705,19.494784562655955,137.94680984592267
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,1.3729125854975788,7.040250230871495,55.07045831878278
12,1.3984182514152856,9.26442545623396,81.04423833868317
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,1.328522038831664,8.085106689855586,72.71657020194189
17,1.1231037736661051,8.059601914225004,68.60343806127592
18,0.9793424854684655,6.163560068820265,51.58873876354413
19,1.2995587081685338,8.230012222688774,70.99521387860563
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,3.8566416575794644,18.49457273616075,132.8745073390721
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,2.5603060216949625,13.48924148892208,109.17771654300282
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,1.496089009879579,8.010638519285676,64.08869704195422
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,3.710006471256116,17.892410456538435,136.80073009710173
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,1.0399534568756816,6.58154195184667,55.45432537587502
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.8440416632272734,4.284682185853327,35.79941274889099
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.4439562431810283,3.0368382954210738,27.57256156608777
48,0.0,0.0,0.0
49,4.010986716596214,18.231222735297642,137.03840964280445
50,0.6711026090032042,3.3603480386315647,28.189766493125187
51,0.0,0.0,0.0
52,0.4118201747046144,3.1916619282047702,28.378280062769576
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,4.076988083499197,18.731742516254364,135.87896719640466
56,3.4621804157863236,17.04938906465979,130.87110891878442
57,1.257979231935107,6.967776902284953,60.77995503168484
58,0.7239351227961496,4.812102221764634,43.799449719397664
59,1.7056499361297213,8.545841714125741,66.01237957430345
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.8265721527895905,4.699467077010997,40.47784280786525
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.8561141135337946,7.053630277212513,65.13371088336949
67,0.10198247704254015,0.6126264389953494,4.725752087786724
68,0.0,0.0,0.0
69,1.3807856222859163,6.944722672825741,53.76275860736895
70,2.4218457561127433,12.36474373948541,106.0156223675877
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,1.2110679661097277,9.349570076501205,86.54727011053473
75,1.0403078480740107,5.362763520720158,44.73591333855171
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,1.367362640088039,6.800820822916724,64.7402014269823
79,0.0,0.0,0.0
80,0.0,0.0,0.0
81,3.8688716044859253,18.380022328935162,136.69315361037138
82,0.0,0.0,0.0
83,1.8700053520794284,14.088572238652691,118.84328128680694
84,0.0,0.0,0.0
85,1.4365991315877318,11.649563764774397,102.48028678619595
86,1.7161385538933138,14.46776418139819,123.21380250453744
87,0.9676540746996214,7.6594845781208205,66.58277728549248
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.0,0.0,0.0
91,0.0,0.0,0.0
92,0.0,0.0,0.0
93,3.992139909909935,17.946243257032066,129.54444411955154
94,3.459747239240405,16.266453055678316,125.35339032027892
95,0.0,0.0,0.0
96,0.32150239547998666,1.572626557399225,12.558584992485393
97,0.6784294772003144,5.39069471204293,48.93032191871026
98,0.4188419634691893,2.440247122591136,23.909033227702526
99,3.8864267866365,18.184040574098017,135.23210693293316
100,0.7787809198651922,4.56683557421532,34.74954309720021
101,0.0,0.0,0.0
102,4.171089051191078,19.610381739925472,137.41608991064925
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,1.5262357875764976,8.235472204097631,65.98844852767775
111,0.3484136891996548,2.2734454966487014,19.582698957378955
112,0.4037600902646587,2.8474378665828826,24.74231937462545
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,0.0,0.0,0.0
116,0.7065381175011798,3.5728360257858425,30.050124241496373
117,0.0,0.0,0.0
118,0.0,0.0,0.0
119,0.8598810091430105,4.868227689835519,42.06017545586799
120,0.0,0.0,0.0
121,0.0,0.0,0.0
122,0.0,0.0,0.0
123,0.0,0.0,0.0
124,0.8843092418838945,4.502047862518236,37.136534213921024
125,0.0,0.0,0.0
126,0.0,0.0,0.0
127,0.0,0.0,0.0
128,0.16715469097598032,1.0041435184342389,7.7475071835448075
129,0.0,0.0,0.0
130,0.5964571618218355,2.314215376075334,23.337160154692175
131,3.9339167903998122,18.21240686956688,134.72922240714908
132,1.842277090346573,14.018171989406301,116.42257477617022
133,3.593596446095258,16.925670732417597,135.04313969061334
134,0.12070947798603165,0.7250505102439363,5.593304466056423
135,4.299831361321023,20.313354357613058,139.60831955296658
136,0.0,0.0,0.0
137,0.40636771593951304,2.8345540694348537,26.02542118848107
138,0.0,0.0,0.0
139,1.1275877442891102,7.128498859815616,60.45608139186085
140,0.0,0.0,0.0
141,0.0,0.0,0.0
142,1.9295963223361032,9.677423054772557,74.78815785968504
143,1.2151743799564783,7.41837729355614,63.13112704220529
144,0.0,0.0,0.0
145,0.8911868818507066,6.940641702202749,63.98564572437272
146,0.0,0.0,0.0
147,1.1333056643108381,8.658939058125984,79.45644941575308
148,0.0,0.0,0.0
149,0.0,0.0,0.0
150,0.0,0.0,0.0
151,0.0,0.0,0.0
152,0.23847045715885465,1.205422273479474,9.67085083856451
153,0.0,0.0,0.0
154,0.0,0.0,0.0
155,0.0,0.0,0.0
156,0.0,0.0,0.0
157,0.9635597965175571,8.81866509161791,76.97870117232564
158,0.0,0.0,0.0
159,4.335922177541281,18.209535272719954,135.60398330238993
160,0.0,0.0,0.0
161,0.0,0.0,0.0
162,3.863727992506874,18.689665043165807,136.8181881993754
163,0.0,0.0,0.0
164,0.7862668170274185,3.9794308281120596,33.3798785294162
165,1.302866538276716,7.194368346994097,62.24700515729606
166,0.0,0.0,0.0
167,0.0,0.0,0.0
168,0.0,0.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,0.0,0.0,0.0
182,1.061100195097352,5.410994218314449,44.621477295827084
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,0.0,0.0,0.0
186,3.7855714883758664,18.609488809925576,132.5357507302165
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,0.0,0.0,0.0
190,0.5697701652077121,4.269495924739665,38.7541315500261
191,0.0,0.0,0.0
192,0.0,0.0,0.0
193,1.407996899686511,7.726321291311988,62.15195449507728
194,0.4961992101222509,3.456173765160911,29.998721501298167
195,0.0,0.0,0.0
196,1.069244329230553,5.254370049216079,43.37973747042669
197,0.0,0.0,0.0
198,0.0,0.0,0.0
199,0.0,0.0,0.0
200,0.0,0.0,0.0
201,1.9188286782207506,9.646251430592217,74.64001476866433
202,0.0,0.0,0.0
203,0.0,0.0,0.0
204,1.617382203949144,13.491640993314974,113.88002726175498
205,0.0,0.0,0.0
206,0.0,0.0,0.0
207,0.0,0.0,0.0
208,0.0,0.0,0.0
209,0.0,0.0,0.0
210,0.0,0.0,0.0
